PortName,Country,Latitude,Longitude,Min Temp,Max Temp,Annual Temp,Salinity,TempSource,SalinitySource,DataNotes
Tayport,GBR,56.45,-2.88333,4.96,12.9,9.01,34.06,WOA,WOA,0
Tees,GBR,54.58333,-1.16667,6.35,13.63,9.6,13.5,WOA,Model,0
Tenby,GBR,51.7,-4.71667,6.69,14.71,11.06,34.17,WOA,WOA,0
Tiree.Is.,GBR,56.51667,-6.8,7.45,13.49,10.35,34.55,WOA,WOA,0
Tofts.Voe,GBR,60.5,-1.18333,7.56,12.39,9.63,35.31,WOA,WOA,0
Tyne,GBR,55,-1.43333,6.14,13.71,9.62,34.46,WOA,WOA,0
Vidlin.Voe,GBR,60.38333,-1.13333,7.44,12.16,9.52,35.31,WOA,WOA,0
Walton.on.the.Naze,GBR,51.85,1.26667,5.93,17.34,11.25,34.58,WOA,WOA,0
Warkworth,GBR,55.33333,-1.56667,5.97,13.69,9.61,34.48,WOA,WOA,0
Whitby.GB,GBR,54.48333,-0.61667,6.15,14.88,10.07,34.09,WOA,WOA,0
Wick,GBR,58.43333,-3.08333,6.15,12.4,9.38,34.74,WOA,WOA,0
Batumi,GEO,41.65,41.65,8.48,24.63,16.27,17.61,WOA,WOA,0
Poti,GEO,42.15,41.65,8.52,24.79,16.4,17.63,WOA,WOA,0
Takoradi,GHA,4.88333,-1.73333,22.9,28.78,26.62,34.69,WOA,WOA,0
Tema,GHA,5.61667,0.01667,22.59,28.5,26.36,35.01,WOA,WOA,0
Gibraltar,GIB,36.15,-5.33333,15.13,20.98,17.78,36.43,WOA,WOA,0
Kassa.Is.,GIN,9.46667,-13.73333,26.42,28.54,27.59,32.96,WOA,WOA,0
Tamara.Port,GIN,9.45,-13.83333,26.36,28.37,27.52,33.1,WOA,WOA,0
Gustavia,GLP,17.91667,-62.83333,25.74,28.51,27.24,35.43,WOA,WOA,0
Marie.Galante,GLP,15.88333,-61.31667,26.23,28.55,27.4,35.23,WOA,WOA,0
Marigot,GLP,18.06667,-63.1,25.68,28.5,27.22,35.51,WOA,WOA,0
St..Barthelemy,GLP,17.91667,-62.83333,25.74,28.51,27.24,35.43,WOA,WOA,0
St..Martin,GLP,18.03333,-63.05,25.68,28.5,27.22,35.51,WOA,WOA,0
Banjul,GMB,13.45,-16.56667,19.07,28.7,24.14,35.34,WOA,WOA,0
Malabo,GNQ,3.75,8.78333,25.63,29.13,27.75,28.49,WOA,WOA,0
Pagalu.Is.,GNQ,-1.45,5.61667,22.9,28.81,26.29,34.48,WOA,WOA,0
Rio.Etembue,GNQ,1.26667,9.45,25.44,29.46,27.63,30.51,WOA,WOA,0
Adhamas,GRC,36.71667,24.45,15.22,24.13,19.33,38.79,WOA,WOA,0
Aegina,GRC,37.73333,23.41667,14.41,24.83,19.4,38.58,WOA,WOA,0
Alonisos,GRC,39.15,23.83333,14.12,24.17,18.64,37.73,WOA,WOA,0
Ambelaki,GRC,37.95,23.53333,14.45,24.82,19.4,38.57,WOA,WOA,0
Amorgos,GRC,36.81667,25.9,15.76,23.45,19.38,38.97,WOA,WOA,0
Andros,GRC,37.81667,24.9,15.07,23.37,18.78,38.56,WOA,WOA,0
Araxos,GRC,38.16667,21.4,15.17,25.12,19.81,38.46,WOA,WOA,0
Astipalia,GRC,36.53333,26.36667,15.97,23.61,19.61,39.05,WOA,WOA,0
Ayia.Marina(Leros.Is.)..GRC,GRC,37.15,26.85,16.32,23.26,19.68,39.03,WOA,WOA,0
Ayios.Evstratios,GRC,39.51667,24.96667,13.8,23.62,18.1,37.85,WOA,WOA,0
Ayios.Nikolaos(Kea).GRC,GRC,37.66667,24.31667,14.96,23.84,19,38.49,WOA,WOA,0
Cape.Tainaron,GRC,36.38333,22.48333,15.06,25.25,19.78,38.69,WOA,WOA,0
Delos,GRC,37.4,25.28333,15.45,23.3,19.07,38.81,WOA,WOA,0
Drapetzona,GRC,37.93333,23.61667,14.45,24.82,19.4,38.57,WOA,WOA,0
Ermioni,GRC,37.38333,23.23333,14.51,24.54,19.29,38.61,WOA,WOA,0
Gavdo,GRC,34.83333,24.06667,15.77,24.61,19.86,39.05,WOA,WOA,0
Halki,GRC,36.21667,27.58333,16.07,24.03,19.92,39.22,WOA,WOA,0
Hydra,GRC,37.35,23.46667,14.51,24.54,19.29,38.61,WOA,WOA,0
Iraklion,GRC,35.26667,25.16667,15.81,24.68,19.98,39.06,WOA,WOA,0
Kali.Limenes,GRC,34.93333,24.83333,15.98,24.95,20.14,39.08,WOA,WOA,0
Kalymnos,GRC,36.95,26.98333,16.34,24,20.01,39.1,WOA,WOA,0
Karistos,GRC,38.01667,24.41667,14.65,23.67,18.61,38.36,WOA,WOA,0
Karlovassi,GRC,37.8,26.68333,16.31,22.68,19.25,39.11,WOA,WOA,0
Karpathos,GRC,35.5,27.2,15.95,24.46,20,39.08,WOA,WOA,0
Kea,GRC,37.63333,24.33333,14.96,23.84,19,38.49,WOA,WOA,0
Kiato,GRC,38.01667,22.73333,13.05,24.82,18.54,37.12,WOA,WOA,0
Kimi,GRC,38.63333,24.1,14.45,23.83,18.57,38.14,WOA,WOA,0
Kimolos,GRC,36.78333,24.56667,15.24,23.93,19.25,38.76,WOA,WOA,0
Kissamos,GRC,35.48333,23.63333,15.41,24.94,19.72,38.91,WOA,WOA,0
Kithira,GRC,36.13333,23,15.07,24.65,19.51,38.77,WOA,WOA,0
Kithnos,GRC,37.4,24.46667,15.02,23.88,19.06,38.56,WOA,WOA,0
Kos,GRC,36.88333,27.31667,16.46,24.09,20.16,39.12,WOA,WOA,0
Kyllini,GRC,37.95,21.15,15.39,25.44,20,38.63,WOA,WOA,0
Kymassi,GRC,38.81667,23.51667,14.57,24.2,19.01,38.19,WOA,WOA,0
Kyparissia,GRC,37.25,21.68333,15.26,25.7,20.07,38.58,WOA,WOA,0
Larimna,GRC,38.56667,23.3,14.44,24.39,19.05,38.13,WOA,WOA,0
Laurium,GRC,37.7,24.06667,14.74,24.02,19.01,38.42,WOA,WOA,0
Linoperamata,GRC,35.35,25.05,15.81,24.68,19.98,39.06,WOA,WOA,0
Mandoudhi,GRC,38.81667,23.53333,14.57,24.2,19.01,38.19,WOA,WOA,0
Megara,GRC,37.96667,23.4,14.41,24.83,19.4,38.55,WOA,WOA,0
Metokhi,GRC,37.7,23.38333,14.45,24.68,19.34,38.58,WOA,WOA,0
Monemvasia,GRC,36.68333,23.05,14.62,24.17,19.12,38.75,WOA,WOA,0
Mykonos,GRC,37.45,25.33333,15.45,23.3,19.07,38.81,WOA,WOA,0
Myrina,GRC,39.86667,25.05,13.54,23.54,17.97,37.51,WOA,WOA,0
Mytilene,GRC,39.1,26.58333,14.99,22.61,18.34,38.37,WOA,WOA,0
Naxos,GRC,37.1,25.38333,15.51,23.41,19.17,38.84,WOA,WOA,0
Neapolis,GRC,36.5,23.05,14.62,24.17,19.12,38.74,WOA,WOA,0
Nisiros,GRC,36.61667,27.13333,16.25,24.12,20.01,39.09,WOA,WOA,0
Pachi,GRC,37.96667,23.38333,14.41,24.83,19.4,38.55,WOA,WOA,0
Paros,GRC,37.08333,25.31667,15.51,23.41,19.17,38.84,WOA,WOA,0
Patmos,GRC,37.3,26.58333,16.23,23.04,19.46,39.04,WOA,WOA,0
Perama,GRC,37.95,23.58333,14.45,24.82,19.4,38.57,WOA,WOA,0
Platiyali,GRC,38.46667,21.1,15.11,24.9,19.75,38.47,WOA,WOA,0
Poros,GRC,37.5,23.46667,14.45,24.68,19.34,38.61,WOA,WOA,0
Port.Laki,GRC,37.11667,26.85,16.32,23.26,19.68,39.03,WOA,WOA,0
Porto.Rafti,GRC,37.88333,24,14.57,23.79,18.85,38.28,WOA,WOA,0
Pylos,GRC,36.91667,21.7,15.24,25.45,19.98,38.84,WOA,WOA,0
Rafina,GRC,38.01667,24,14.34,23.82,18.55,38.28,WOA,WOA,0
Revithousa,GRC,37.95917,23.40361,14.41,24.83,19.4,38.55,WOA,WOA,0
Rhodes,GRC,36.45,28.23333,16.43,25.8,20.68,39.07,WOA,WOA,0
Salamis,GRC,37.96667,23.5,14.45,24.82,19.4,38.57,WOA,WOA,0
Samos,GRC,37.75,26.96667,16.36,22.97,19.49,39.18,WOA,WOA,0
Samothraki,GRC,40.45,25.53333,12.51,23.69,17.52,36.69,WOA,WOA,0
Serifos,GRC,37.11667,24.53333,15.16,23.8,19.14,38.69,WOA,WOA,0
Sifnos.Is.,GRC,36.96667,24.71667,15.24,23.93,19.25,38.76,WOA,WOA,0
Simi,GRC,36.61667,27.83333,16.51,24.92,20.47,39.15,WOA,WOA,0
Skiathos,GRC,39.16667,23.48333,13.94,24.53,18.72,37.51,WOA,WOA,0
Skopelos,GRC,39.11667,23.75,14.12,24.17,18.64,37.73,WOA,WOA,0
St..George.Hbr.,GRC,37.95,23.6,14.45,24.82,19.4,38.57,WOA,WOA,0
Stavros,GRC,38.45,20.65,14.94,25,19.67,38.49,WOA,WOA,0
Stratoni,GRC,40.51667,23.85,13.05,24.45,18.39,36.72,WOA,WOA,0
Suda.Bay,GRC,35.48333,24.05,15.46,24.87,19.77,38.91,WOA,WOA,0
Syros,GRC,37.43333,24.95,15.36,23.57,19.08,38.67,WOA,WOA,0
Thira,GRC,36.41667,25.45,15.63,23.8,19.49,38.97,WOA,WOA,0
Tinos,GRC,37.53333,25.16667,15.28,23.34,18.95,38.72,WOA,WOA,0
Vathi,GRC,38.36667,20.73333,14.99,24.98,19.7,38.48,WOA,WOA,0
Vatika.Bay,GRC,36.51667,23,14.62,24.17,19.12,38.74,WOA,WOA,0
Voudia.Bay,GRC,36.75,24.53333,15.24,23.93,19.25,38.82,WOA,WOA,0
Yali,GRC,36.65,27.11667,16.25,24.12,20.01,39.09,WOA,WOA,0
Zante,GRC,37.78333,20.9,15.18,25.29,19.84,38.55,WOA,WOA,0
Carriacou,GRD,12.48333,-61.41667,26.4,28.64,27.55,34.61,WOA,WOA,0
St..George's.GD,GRD,12.05,-61.75,26.34,28.54,27.49,34.38,WOA,WOA,0
Aasiaat,GRL,68.71667,-52.88333,-1.75,6.28,1.55,33.33,WOA,WOA,0
Alluitsup.Paa,GRL,60.46667,-45.56667,-0.89,2.77,1.41,32.72,WOA,WOA,0
Ammassalik,GRL,65.58333,-37.5,1.49,2.34,1.99,33.13,WOA,WOA,0
Aputiteq,GRL,67.8,-32.21667,-1.96,4.87,1.21,32.91,WOA,WOA,0
Ilulissat,GRL,69.21667,-51.1,-1.4,5.72,1.44,32.98,WOA,WOA,0
Kangaamiut,GRL,65.81667,-53.3,-1.59,4.27,0.77,32.74,WOA,WOA,0
Kangerluarsoruseq,GRL,63.7,-51.55,0.36,4.51,1.77,32.64,WOA,WOA,0
Kulusuk,GRL,65.53333,-37.25,1.34,2.5,2.07,33.14,WOA,WOA,0
Maniitsoq,GRL,65.41667,-52.9,-0.94,4.89,1.42,32.9,WOA,WOA,0
Moriusaq,GRL,76.73333,69.6,-2.1,1.43,-0.68,30.08,WOA,WOA,0
Nanortalik,GRL,60.13333,-45.25,-0.52,3.16,1.62,33.18,WOA,WOA,0
Nuuk,GRL,64.16667,-51.73333,-0.45,4.65,1.37,32.31,WOA,WOA,0
Paamiut,GRL,62,-49.66667,-1.52,1.29,0.06,32.69,WOA,WOA,0
Qaqortoq,GRL,60.71667,-46.03333,-0.89,2.9,1.29,32.22,WOA,WOA,0
Qutdleq,GRL,62.51667,-42.21667,-0.6,4.24,1.34,33,WOA,WOA,0
Qutdligssat,GRL,70.06667,-52.83333,-1.68,5.79,1.36,32.87,WOA,WOA,0
Savissivik,GRL,76.03333,-64.85,-1.94,2.48,-0.08,32.71,WOA,WOA,0
Sisimiut,GRL,66.95,-53.68333,-0.54,5.21,1.69,33.1,WOA,WOA,0
Tasiusaq,GRL,73.36667,-56.06667,-1.84,4.96,0.95,32.67,WOA,WOA,0
Upernavik,GRL,72.78333,-56.15,-1.66,4.99,1.12,32.87,WOA,WOA,0
Uummannaq,GRL,70.68333,-52.13333,-1.23,5.84,1.47,32.78,WOA,WOA,0
Livingston,GTM,15.83333,-88.75,26.31,29.65,28.17,35.72,WOA,WOA,0
Puerto.Barrios,GTM,15.72778,-88.59917,26.31,29.65,28.17,35.72,WOA,WOA,0
Puerto.Quetzal,GTM,13.93,-90.79028,27.44,29.45,28.75,33.57,WOA,WOA,0
San.Jose,GTM,13.91667,-90.81667,27.44,29.45,28.75,33.57,WOA,WOA,0
Degrad.des.Cannes,GUF,4.85,-52.26667,26.57,28.19,27.56,31.17,WOA,WOA,0
Devil's.Is.,GUF,5.26667,-52.56667,26.44,28.17,27.46,31.44,WOA,WOA,0
Iles.du.Salut,GUF,5.28333,-52.6,26.44,28.17,27.46,31.65,WOA,WOA,0
Kourou,GUF,5.15,-52.66667,26.34,28.17,27.44,9.96,WOA,Model,0
Pariacabo,GUF,5.15,-52.66667,26.34,28.17,27.44,9.96,WOA,Model,0
Salut.Is.,GUF,5.25,-52.58333,26.44,28.17,27.46,31.44,WOA,WOA,0
Agana,GUM,13.48333,144.75,27.51,29.37,28.53,34.44,WOA,WOA,0
Apra,GUM,13.45,144.61667,27.52,29.36,28.54,34.43,WOA,WOA,0
Demerara,GUY,6.81667,-58.18333,26.09,28.36,27.29,34.89,WOA,WOA,0
Georgetown.GUY,GUY,6.81667,-58.18333,26.09,28.36,27.29,34.89,WOA,WOA,0
New.Amsterdam,GUY,6.25,-57.51667,26.3,27.71,26.94,12.58,WOA,Model,0
Port.Springlands,GUY,5.9,-57.13333,26.26,27.37,26.77,34.93,WOA,WOA,0
Skeldon,GUY,5.86667,-57.13333,26.26,27.37,26.77,34.93,WOA,WOA,0
Guanaja.Is.,HND,16.41667,-85.96667,26.32,28.86,27.56,35.87,WOA,WOA,0
La.Ceiba.HND,HND,15.78333,-86.75,26.35,29.18,27.66,35.79,WOA,WOA,0
Omoa,HND,15.78333,-88.06667,26.34,29.33,28.08,35.72,WOA,WOA,0
Porvenir.HND,HND,15.75,-86.9,26.42,29.15,27.72,35.79,WOA,WOA,0
Puerto.Castilla,HND,16.01667,-86.05,26.29,29.02,27.57,35.81,WOA,WOA,0
Puerto.Cortes,HND,15.85,-87.93333,26.33,29.15,28.01,35.69,WOA,WOA,0
Roatan.Is.,HND,16.26667,-86.66667,26.45,28.99,27.64,35.81,WOA,WOA,0
Tela,HND,15.78333,-87.5,26.48,29.06,27.86,35.76,WOA,WOA,0
Beli,HRV,45.1,14.36667,10.22,23.69,16.76,37.01,WOA,WOA,0
Brna,HRV,42.9,16.85,13.38,24.22,18.4,37.99,WOA,WOA,0
Budava,HRV,44.9,13.98333,11.61,23.51,17.3,27.05,WOA,Model,0
Gradac,HRV,44.96667,14.1,11.61,23.51,17.3,38.01,WOA,WOA,0
Hvar,HRV,43.26667,16.45,12.82,23.75,18.05,38,WOA,WOA,0
Komiza,HRV,43.03333,16.08333,12.96,23.95,18.04,38.07,WOA,WOA,0
Lastovo,HRV,42.76667,16.9,13.38,24.22,18.4,38.11,WOA,WOA,0
Mali.Losinj,HRV,44.53333,14.46667,11.91,23.48,17.49,38.1,WOA,WOA,0
Merag,HRV,44.98333,14.43333,10.22,23.69,16.76,37.01,WOA,WOA,0
Milna,HRV,43.31667,16.45,12.82,23.75,18.05,37.95,WOA,WOA,0
Sali,HRV,43.91667,15.16667,12.75,23.76,17.96,38.12,WOA,WOA,0
Stari.Grad,HRV,43.2,16.55,12.94,23.88,18.13,37.92,WOA,WOA,0
Ubli,HRV,42.73333,16.81667,13.38,24.22,18.4,38.11,WOA,WOA,0
Valbiska,HRV,45.05,14.46667,10.22,23.69,16.76,37.01,WOA,WOA,0
Vela.Luka,HRV,42.98333,16.61667,12.94,23.88,18.13,38.02,WOA,WOA,0
Veli.Rat,HRV,44.15,14.81667,12.16,23.61,17.68,38.12,WOA,WOA,0
Aux.Cayes,HTI,18.18333,-73.73333,26.51,29.06,27.92,35.61,WOA,WOA,0
Cap.Haitien,HTI,19.76667,-72.2,25.66,28.95,27.46,36.23,WOA,WOA,0
Jacmel,HTI,18.21667,-72.51667,26.55,28.96,27.82,35.57,WOA,WOA,0
Jeremie,HTI,18.65,-74.11667,26.68,29.19,28.03,35.6,WOA,WOA,0
Amahai,IDN,-3.31667,128.93333,26.3,29.46,28.34,33.98,WOA,WOA,0
Amamapare,IDN,-4.81667,136.96667,26.57,29.23,27.97,33.45,WOA,WOA,0
Ambon,IDN,-3.7,128.16667,26.53,29.43,28.42,34.05,WOA,WOA,0
Ampana,IDN,-0.9,121.58333,29.14,30.64,29.63,33.16,WOA,WOA,0
Anyer,IDN,-6.03333,105.93333,28.1,29.27,28.83,32.29,WOA,WOA,0
Atapupu,IDN,-9.03333,124.88333,26.6,29.47,28.38,33.86,WOA,WOA,0
Badas,IDN,-8.46667,117.36667,26.29,29.82,28.12,33.8,WOA,WOA,0
Banggai,IDN,-1.5,123.51667,25.95,30.37,28.38,33.82,WOA,WOA,0
Banten,IDN,-6.01667,105.96667,28.04,29.36,28.95,32.29,WOA,WOA,0
Batu.Ampar,IDN,1.16667,104,27.61,29.79,28.91,31.85,WOA,WOA,0
Bengkalis,IDN,1.46667,102.1,27.52,30.22,29.02,31.3,WOA,WOA,0
Blang.Lancang,IDN,5.25,97.06667,28,30.03,29.13,32.42,WOA,WOA,0
Bojonegara,IDN,-5.95,106.08333,28.07,29.49,28.77,32.33,WOA,WOA,0
Bontang,IDN,0.1,117.48333,28.38,29.51,28.88,33.37,WOA,WOA,0
Bula,IDN,-3.08333,130.48333,26.09,29.61,28.14,33.98,WOA,WOA,0
Buru.Is.,IDN,-3.1,126.1,27.03,29.62,28.57,34.03,WOA,WOA,0
Celukan.Bawang,IDN,-8.18333,114.83333,27.5,29.46,28.69,33.08,WOA,WOA,0
Cigading,IDN,-6.01667,105.95,28.04,29.36,28.95,32.29,WOA,WOA,0
Cirebon,IDN,-6.68333,108.55,27.92,29.22,28.66,32.46,WOA,WOA,0
Dabo,IDN,-0.5,104.56667,27.49,30.11,28.93,31.43,WOA,WOA,0
Dobo,IDN,-5.76667,134.21667,25.93,29.96,28.17,33.85,WOA,WOA,0
Enggano.Is.,IDN,-5.41667,102.25,27.25,29.39,28.28,33.35,WOA,WOA,0
Gremyang,IDN,-5.93333,106.11667,28.07,29.49,28.77,32.33,WOA,WOA,0
Gresik,IDN,-7.15,112.65,27.22,29.49,28.51,33.03,WOA,WOA,0
Gunung.Sitoli,IDN,1.28333,97.61667,27.96,30.17,28.85,33.54,WOA,WOA,0
Kabil,IDN,1.08333,104.13333,27.61,29.79,28.91,31.85,WOA,WOA,0
Kaiwatu,IDN,-8.1,127.81667,26.53,29.73,28.41,34.21,WOA,WOA,0
Kalbut,IDN,-7.61667,113.98333,27.84,29.74,28.82,33.25,WOA,WOA,0
Kalianget,IDN,-7.06667,113.98333,27.75,29.49,28.61,33.26,WOA,WOA,0
Kendari,IDN,-3.96667,122.58333,26,30.1,28.45,34.11,WOA,WOA,0
Ketapang,IDN,-1.83333,109.98333,27.58,29.69,28.59,32.16,WOA,WOA,0
Kijang,IDN,0.85,104.61667,27.39,29.73,28.78,32.29,WOA,WOA,0
Kota.Baru,IDN,-3.23333,116.23333,27.86,30.72,28.86,32.02,WOA,WOA,0
Krueng.Geukueh,IDN,5.23333,97.05,28,30.03,29.13,32.42,WOA,WOA,0
Kruengraya,IDN,5.6,95.5,28.53,30.17,29.19,33.48,WOA,WOA,0
Kuala.Enok,IDN,-0.53333,103.4,27.68,31.22,29.49,29.78,WOA,WOA,0
Kuala.Tanjung,IDN,3.35,99.48333,28.47,29.96,29.46,31.39,WOA,WOA,0
Kualalangsa,IDN,4.51667,97.98333,27.95,30.15,29.21,14.38,WOA,Model,0
Kualatungkal,IDN,-0.8,103.45,27.98,30.88,29.55,29.54,WOA,WOA,0
Kupang,IDN,-10.16667,123.56667,26.44,29.55,28.36,34.21,WOA,WOA,0
Labuan.Amuk,IDN,-8.55,115.55,26.3,29.08,27.93,33.65,WOA,WOA,0
Majene,IDN,-3.55,118.96667,28.29,30.03,29.1,33.08,WOA,WOA,0
Makassar,IDN,-5.13333,119.4,27.25,29.44,28.44,33.36,WOA,WOA,0
Mamuju,IDN,-2.68333,118.91667,28.77,29.96,29.29,33.33,WOA,WOA,0
Manado,IDN,1.5,124.83333,27.85,29.33,28.56,33.97,WOA,WOA,0
Manggar,IDN,-2.83333,108.16667,26.53,29.7,28.38,33.16,WOA,WOA,0
Manokwari,IDN,-0.86667,134.08333,28.66,30.23,29.25,34.27,WOA,WOA,0
Merak,IDN,-5.93333,105.96667,28.04,29.36,28.95,31.94,WOA,WOA,0
Merauke,IDN,-8.46667,140.38333,25.5,29.77,27.95,34.31,WOA,WOA,0
Muntok,IDN,-2.06667,105.16667,26.59,31.14,28.85,31.71,WOA,WOA,0
Namlea,IDN,-3.26667,127.08333,26.95,29.51,28.47,34.03,WOA,WOA,0
Nunukan,IDN,4.08333,117.61667,26.98,29.86,28.72,33.58,WOA,WOA,0
Obi.Is.,IDN,-1.5,127.66667,27.24,29.49,28.67,34.11,WOA,WOA,0
Palembang,IDN,-2.98333,104.76667,26.92,31.54,28.87,30.52,WOA,WOA,0
Panarukan,IDN,-7.7,113.93333,27.9,29.67,28.72,33.11,WOA,WOA,0
Pangkalan.Brandan,IDN,4.03333,98.28333,28.04,30.14,29.22,31.96,WOA,WOA,0
Pemangkat,IDN,1.13333,108.91667,26.7,29.55,28.44,32.65,WOA,WOA,0
Penuba,IDN,-0.33333,104.46667,27.67,30.26,29.03,31.31,WOA,WOA,0
Plaju,IDN,-2.98333,104.83333,26.92,31.54,28.87,30.52,WOA,WOA,0
Probolinggo,IDN,-7.71667,113.21667,27.55,29.7,28.68,32.91,WOA,WOA,0
Prointal,IDN,-5.95,106,28.07,29.49,28.77,32.33,WOA,WOA,0
Pulau.Batam,IDN,1.13333,103.91667,27.61,29.89,28.93,31.85,WOA,WOA,0
Pulau.Bunyu,IDN,3.41667,117.95,27.28,29.39,28.76,33.72,WOA,WOA,0
Pulau.Cawang,IDN,-0.1,103.55,27.75,30.62,29.21,30.65,WOA,WOA,0
Pulau.Sambu,IDN,1.15,103.9,27.61,29.89,28.93,31.85,WOA,WOA,0
Pusri,IDN,-2.98333,104.78333,26.92,31.54,28.87,30.52,WOA,WOA,0
Sabang.IDN,IDN,5.88333,95.31667,28.34,30,29,33.27,WOA,WOA,0
Sangkapura,IDN,-5.86667,112.68333,27.45,29.27,28.42,32.99,WOA,WOA,0
Sarmi,IDN,-1.85,138.75,28.49,30.07,29.23,34.24,WOA,WOA,0
Satui,IDN,-3.81667,115.48333,27.77,29.49,28.6,31.83,WOA,WOA,0
Sekupang,IDN,1.13333,103.93333,27.61,29.89,28.93,31.85,WOA,WOA,0
Selatpanjang,IDN,0.96667,102.66667,27.89,30.42,29.03,31.56,WOA,WOA,0
Semarang,IDN,-6.96667,110.41667,27.54,29.63,28.86,32.71,WOA,WOA,0
Sembilan.Is..IDN,IDN,4.13333,98.25,28.04,30.14,29.22,31.96,WOA,WOA,0
Siak,IDN,0.75,102.08333,27.62,29.58,28.51,0,WOA,DistIn,0
Sigli,IDN,5.4,95.98333,27.62,29.85,28.84,32.78,WOA,WOA,0
Sinabang,IDN,2.48333,96.38333,28.34,30.41,29.11,33.53,WOA,WOA,0
Singkawang,IDN,0.91667,108.96667,26.8,29.01,28.25,32.35,WOA,WOA,0
Situbondo,IDN,-7.7,114.11667,27.84,29.74,28.82,33.25,WOA,WOA,0
Sungei.Gerong,IDN,-2.98333,104.85,26.92,31.54,28.87,30.52,WOA,WOA,0
Sungei.Pakning,IDN,1.36667,102.18333,27.52,30.22,29.02,31.3,WOA,WOA,0
Suralaya,IDN,-5.88333,106.01667,28.07,29.49,28.77,32.33,WOA,WOA,0
Tahuna,IDN,3.58333,125.5,27.99,29.2,28.69,34.2,WOA,WOA,0
Taliabu.Is.,IDN,-0.03333,125,27.04,29.3,28.54,33.9,WOA,WOA,0
Tanjung.Balai,IDN,2.96667,99.8,28.96,29.68,29.38,33.1,WOA,WOA,0
Tanjung.Berlayar,IDN,-3.01667,116.26667,27.93,30.4,29.05,31.91,WOA,WOA,0
Tanjung.Gerem,IDN,-5.93333,106,28.07,29.49,28.77,32.33,WOA,WOA,0
Tanjung.Pandan,IDN,-2.75,107.63333,26.63,29.87,28.51,32.51,WOA,WOA,0
Tanjung.Pinang,IDN,0.93333,104.45,27.26,29.68,28.66,32.81,WOA,WOA,0
Tanjung.Sekong,IDN,-5.91667,106,28.07,29.49,28.77,32.33,WOA,WOA,0
Tanjung.Uban,IDN,1.06667,104.21667,27.61,29.79,28.91,31.85,WOA,WOA,0
Tarakan,IDN,3.28333,117.6,26.86,29.64,28.7,33.73,WOA,WOA,0
Telok.Ayer,IDN,-0.73333,109.56667,27.79,30.41,28.75,31.95,WOA,WOA,0
Teluk.Nibung,IDN,3,99.81667,28.51,29.96,29.51,33.1,WOA,WOA,0
Tembilahan,IDN,-0.33333,103.16667,27.49,31.19,29.39,29.91,WOA,WOA,0
Tobelo,IDN,1.73333,128,28.23,29.45,28.99,34.21,WOA,WOA,0
Tual,IDN,-5.63333,132.66667,26.12,29.92,28.23,34.11,WOA,WOA,0
Tuban,IDN,-6.76667,111.95,27.37,29.38,28.53,33.08,WOA,WOA,0
Uleelheue,IDN,5.55,95.28333,28.56,30.15,29.16,33.53,WOA,WOA,0
Waingapu,IDN,-9.61667,120.21667,26.53,29.39,28.17,34.19,WOA,WOA,0
Wayame,IDN,-3.66667,128.16667,26.53,29.43,28.42,34.05,WOA,WOA,0
Achipur,IND,22.46667,88.13333,22.96,30.45,27.47,0,WOA,DistIn,0
Androth,IND,10.81667,73.66667,27.81,30.27,28.8,34.79,WOA,WOA,0
Bedi,IND,22.51667,70.03333,23.02,29.93,26.62,26.49,WOA,Model,0
Bhavnagar,IND,21.75,72.23333,24.7,29.56,27.21,35.73,WOA,WOA,0
Budge.Budge,IND,22.48333,88.18333,22.73,30.53,27.41,0,WOA,DistIn,0
Car.Nicobar,IND,9.16667,92.75,27.57,29.55,28.4,33.07,WOA,WOA,0
Chennai,IND,13.08333,80.28333,26.33,29.73,28.13,33.04,WOA,WOA,0
Coondapoor,IND,13.61667,74.66667,27.04,30.16,28.46,34.5,WOA,WOA,0
Cuddalore,IND,11.7,79.76667,26.06,29.78,28.26,32.99,WOA,WOA,0
Dabhol,IND,17.6,73.15,27.34,29.79,28.27,35.43,WOA,WOA,0
Dahej,IND,21.71667,72.58333,24.23,29.91,27.24,35.75,WOA,WOA,0
Dhamra,IND,20.78333,86.9,24.82,30.17,27.83,28.89,WOA,WOA,0
Diamond.Hbr.,IND,22.18333,88.18333,23.14,30.33,27.53,28.17,WOA,Close,0
Dighi,IND,18.25,72.91667,26.09,30.12,28.06,35.24,WOA,WOA,0
Dwarka,IND,22.25,68.96667,23.08,29.61,26.41,36.03,WOA,WOA,0
Ennore,IND,13.23333,80.33333,26.36,29.65,28.12,33.04,WOA,WOA,0
Garden.Reach,IND,22.55,88.3,22.75,30.32,27.44,0,WOA,DistIn,0
Haldia,IND,22.01667,88.08333,23.14,30.33,27.53,28.17,WOA,Close,0
Haora,IND,22.6,88.3,22.75,30.32,27.44,0,WOA,DistIn,0
Jamnagar.Term.,IND,22.5,69.83333,22.69,29.85,26.42,36.08,WOA,WOA,0
Jawaharlal.Nehru,IND,18.93333,72.85,25.61,30.14,27.9,35.37,WOA,WOA,0
Kadmat,IND,11.21667,72.76667,27.91,30.08,28.77,34.98,WOA,WOA,0
Kakinada,IND,17,82.28333,26.19,29.96,28.27,30.97,WOA,WOA,0
Kalpeni,IND,10.1,73.65,27.87,30.18,28.8,34.86,WOA,WOA,0
